"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000119138",1683.27622905212,2.11013968719508,0.205790724125107,10.2538134124659,1.13764642908872e-24,5.51309447149178e-22
"ENSG00000163697",2266.27531330114,1.08064958453322,0.105703021734898,10.2234502552205,1.55698347011948e-24,7.35175656467953e-22
"ENSG00000185950",1974.87889005049,2.16285342575027,0.21162733374829,10.220104309979,1.61167358517192e-24,7.41974226773521e-22
"ENSG00000157150",167.615767587415,2.93266222493855,0.287361804623523,10.2054698215049,1.87411914426009e-24,8.41753757110967e-22
"ENSG00000141401",627.528067458797,2.35555014645534,0.233108893600633,10.1049346941302,5.25305574242579e-24,2.30321479754217e-21
"ENSG00000158246",70.3028660136772,2.33457252127899,0.231530412318254,10.0832218882328,6.55410435345809e-24,2.8068332946263e-21
"ENSG00000139289",1975.85342956826,-0.991130303862959,0.0983949406469885,-10.0729803518947,7.2739817444466e-24,3.04432667781782e-21
"ENSG00000166482",26348.0835801087,-0.963914988363719,0.0959404919457394,-10.0470090241863,9.46980422924327e-24,3.87525433070033e-21
"ENSG00000211445",12285.7000547124,3.74280310253007,0.376835773033798,9.9321863006737,3.01569612225428e-23,1.20726182807201e-20
"ENSG00000133142",3055.98067746606,1.5478699887527,0.15616230051251,9.91193126428556,3.69434863606302e-23,1.44747723687448e-20
"ENSG00000103502",3319.8658763862,0.822577413906634,0.0836941029890259,9.82837959341642,8.49749893027067e-23,3.24254952936731e-20
"ENSG00000172986",756.360325010941,-1.56946707488561,0.159712217783798,-9.82684416172964,8.62801666787935e-23,3.24254952936731e-20
"ENSG00000164484",816.7876386142,-1.21365801400868,0.125587046818705,-9.6638789170725,4.29294317566814e-22,1.58109097159858e-19
"ENSG00000197043",14120.9945935611,0.921757952654615,0.096533656518598,9.54856560806883,1.31504355885263e-21,4.74833865417081e-19
"ENSG00000131389",740.403133853246,-2.11964200003406,0.222524604304583,-9.52542756635026,1.64363905335585e-21,5.82069483991307e-19
"ENSG00000132356",2383.87376730281,0.865676729112091,0.0911531917665673,9.49694368716114,2.16140859795358e-21,7.50987534553117e-19
"ENSG00000161647",166.341417002357,1.5683082670228,0.165807463714771,9.45861080005824,3.12061406531483e-21,1.06418718542172e-18
"ENSG00000181061",2420.90800173908,1.2103137862129,0.128107158829727,9.44766707238887,3.46466341521478e-21,1.16003230529419e-18
"ENSG00000250978",56.3185566347047,6.3002280149634,0.668047338085098,9.4308107461703,4.06931282978537e-21,1.3381499242946e-18
"ENSG00000157514",2205.71884823744,3.33854296259128,0.355144337488579,9.40052426627425,5.42918699393656e-21,1.75400839462003e-18
"ENSG00000132970",1322.81486937849,1.10256499286393,0.118198838115266,9.3280527156174,1.07833779111239e-20,3.42372248678183e-18
"ENSG00000124766",1281.45678699994,-2.35745543179661,0.253091196403018,-9.31464810037342,1.22357463241594e-20,3.81900455185415e-18
"ENSG00000110756",995.252222053197,1.59109263709432,0.170870778933012,9.31167193729533,1.25835671179431e-20,3.86210647461537e-18
"ENSG00000221869",1963.57514702786,1.49927766123563,0.161373889633441,9.29070783781206,1.53265623628105e-20,4.62686304772386e-18
"ENSG00000134253",136.92021385672,-1.96764635404255,0.211878379585324,-9.28667831939016,1.59178429143348e-20,4.72785608495928e-18
"ENSG00000163110",1314.18347975196,1.58700360591984,0.171091379211278,9.27576604523179,1.76347223187211e-20,5.1546573253849e-18
"ENSG00000157110",2970.45205768781,0.893746611385024,0.0978241189838425,9.13626026657744,6.46493274746223e-20,1.85121682892891e-17
"ENSG00000157613",2782.51051142828,-0.979234042048146,0.107194605719403,-9.13510559114727,6.53429779421012e-20,1.85121682892891e-17
"ENSG00000227051",4615.70080486906,-1.14514371549011,0.125712040392935,-9.109260432897,8.2945447854453e-20,2.31430367006023e-17
"ENSG00000196975",4908.81788741262,1.19331761250537,0.131535372005856,9.07221832658247,1.166181426127e-19,3.20525835255653e-17
"ENSG00000169738",627.449398995589,2.14976702168189,0.237213096179145,9.06259838225107,1.27379318361917e-19,3.44954433475692e-17
"ENSG00000112837",2754.94303068407,-1.80338443533455,0.199327048179927,-9.04736437829892,1.46460631841258e-19,3.90880077587938e-17
"ENSG00000151726",1460.17591174986,1.6042046735976,0.177428967120655,9.04139104020546,1.54690601158375e-19,4.06946774333067e-17
"ENSG00000157214",3009.27287526155,1.98773609165231,0.220645921421816,9.00871440923796,2.08486040864328e-19,5.40742315847408e-17
"ENSG00000146592",669.394803070239,-1.9948572724382,0.221528921315377,-9.00495186178536,2.15760447583235e-19,5.51837311422955e-17
"ENSG00000154734",30315.1131700161,2.29536290980836,0.255095842991585,8.99804121811611,2.29780552484728e-19,5.79645051233736e-17
"ENSG00000185432",3885.65647195502,2.32577747623311,0.259192673788613,8.9731605536425,2.88125662912254e-19,7.17004605747183e-17
"ENSG00000174306",3234.84552730351,1.14159910399049,0.127688509043383,8.94049991297667,3.87413761989456e-19,9.51229923604776e-17
"ENSG00000173838",47.3529312582661,3.8851306942301,0.435299786004546,8.92518402062693,4.44958836617699e-19,1.07814697056775e-16
"ENSG00000177283",115.085150181609,2.46980212277057,0.277327323550053,8.90572948656755,5.30361159117342e-19,1.2683897071618e-16
"ENSG00000146006",46.8070121087814,-4.12396622624802,0.463957288841678,-8.88867644809282,6.184111970659e-19,1.46000540948315e-16
"ENSG00000113456",944.893713251695,0.830145104173148,0.0934358921246749,8.88464898548254,6.41229031681702e-19,1.49471298967323e-16
"ENSG00000128311",316.408984330112,1.30481679730298,0.147310647839434,8.8575864436168,8.17654038405042e-19,1.88213738965361e-16
"ENSG00000179593",67.2428116114968,9.60975292677209,1.08896943266073,8.82463055302855,1.09821751323999e-18,2.49675006250794e-16
"ENSG00000103485",865.199817057682,-1.21089320837375,0.137729490930053,-8.79182229017834,1.47153402072841e-18,3.30467060874558e-16
"ENSG00000246430",2162.53381587847,2.06347301289852,0.235821264464145,8.7501566815331,2.13056725113267e-18,4.68155855411009e-16
"ENSG00000137672",655.448854141464,1.95881739040295,0.223867502396329,8.74989611906742,2.13549236245043e-18,4.68155855411009e-16
"ENSG00000118689",5165.47547997407,1.27173394961826,0.146459742930523,8.68316387952111,3.8490918808283e-18,8.33894435122979e-16
"ENSG00000106976",884.737400832367,-1.75519510123771,0.203169283436249,-8.63907708661317,5.6668931121374e-18,1.21343996116291e-15
"ENSG00000112773",516.79715620943,-1.19082715406623,0.137956952273756,-8.63187490329011,6.03543733646294e-18,1.27750090288466e-15
"ENSG00000131871",806.895269692279,0.686052276411557,0.0796292641550696,8.61557975815954,6.95885588587205e-18,1.45621967202652e-15
"ENSG00000169715",554.197192328851,2.17593534286194,0.253144948824502,8.59561035274874,8.28233882126874e-18,1.71369965610858e-15
"ENSG00000072958",2129.43309251556,1.08851385226982,0.126830068701643,8.58245890278949,9.28663153044882e-18,1.90014799592461e-15
"ENSG00000150907",678.867910303335,2.28868546251487,0.26720823190285,8.56517572911819,1.07911141524379e-17,2.18371831996862e-15
"ENSG00000143320",1492.11031525408,-1.67064397710367,0.195634773652897,-8.53960646110798,1.34679726765823e-17,2.69579040042678e-15
"ENSG00000128923",1415.67710071441,1.0353052485683,0.122279145539166,8.46673604074776,2.5236511915544e-17,4.99710071962089e-15
"ENSG00000067369",1878.39073240244,-0.758252925404316,0.0900827259842371,-8.41729551498027,3.85274952085117e-17,7.54770025813557e-15
"ENSG00000100784",87.3227602014942,-2.45365480129831,0.291992061539447,-8.40315585417663,4.34637233413728e-17,8.42509963506716e-15
"ENSG00000163513",13216.63240217,1.45498958480874,0.173512711717744,8.38549274231615,5.05137122327061e-17,9.68968761213837e-15
"ENSG00000187193",37.3833061453583,3.17278775294826,0.380327581725536,8.34224995871561,7.28901758403531e-17,1.38378617329907e-14
"ENSG00000162704",2581.27827382519,0.887898102732037,0.106482018147809,8.33847928670485,7.52520085198563e-17,1.41404667029914e-14
"ENSG00000134243",5510.95647651194,2.22404407777616,0.267435065797145,8.3162021821893,9.08268272163874e-17,1.68947073049472e-14
"ENSG00000167549",1996.39680069426,2.36464669032131,0.285727487077822,8.27588103092534,1.27509260313056e-16,2.34808302866493e-14
"ENSG00000087448",907.657961796665,1.0584442730941,0.128137380882434,8.26023027632522,1.4539170372128e-16,2.65087942973006e-14
"ENSG00000101342",42.90137769414,4.18688348555098,0.50768370934749,8.2470313867905,1.62377779989189e-16,2.93155570441266e-14
"ENSG00000162426",168.596870709815,1.29515940035727,0.157101454859201,8.24409552106329,1.6641417972693e-16,2.97525933948681e-14
"ENSG00000051108",2272.41673214656,0.747919765070715,0.0910843355873054,8.21128858489423,2.18827238363213e-16,3.87471499467171e-14
"ENSG00000103064",780.765443622072,1.42510295580546,0.173580521386631,8.21003960825304,2.21115543513834e-16,3.87794546076882e-14
"ENSG00000099860",368.158192610506,1.45589384565326,0.178399208970189,8.16087612751996,3.32603136312345e-16,5.77819505206776e-14
"ENSG00000020577",3104.99903050483,1.20711583817257,0.147996952614858,8.15635603872146,3.45283622597627e-16,5.94242795339747e-14
"ENSG00000253368",1040.17481746375,1.96743532229683,0.241424326392479,8.14928367698294,3.66086267519114e-16,6.24210982996711e-14
"ENSG00000157152",49.9491137825046,3.55931794318997,0.436838759438533,8.1478986612011,3.70302461342256e-16,6.2560732345116e-14
"ENSG00000145685",2018.15055205869,-1.24343197278608,0.152811984814102,-8.13700557779377,4.05174057986595e-16,6.78298207074832e-14
"ENSG00000105516",84.5743051728046,-1.6551192777807,0.203731571735462,-8.12401957969386,4.50992962583227e-16,7.48201387925236e-14
"ENSG00000019995",2078.3873287699,0.920589051272339,0.113451877260264,8.11435714863018,4.88363140779909e-16,8.02964931916253e-14
"ENSG00000173068",2793.36546564172,-0.874855723675452,0.107983592266591,-8.10174680534427,5.41756047598871e-16,8.82870585533913e-14
"ENSG00000120690",1383.58704838449,0.921546415899913,0.113894740161332,8.09121136405894,5.907423990578e-16,9.48217234292899e-14
"ENSG00000233117",77.6315991325697,3.47432766077573,0.429410657300048,8.09092089754089,5.92153037978188e-16,9.48217234292899e-14
"ENSG00000135862",33937.7634938646,0.804115848707942,0.0995681882492296,8.07603174113357,6.69084720052166e-16,1.06217199308281e-13
"ENSG00000127824",228.716782957365,-1.53922030864178,0.191636698400979,-8.03197050191881,9.59194362277526e-16,1.50970634028552e-13
"ENSG00000108830",158.261075547043,-2.36508861287986,0.297030965207101,-7.96243116010087,1.68691467349296e-15,2.63258760274347e-13
"ENSG00000100033",55.3639200859253,4.96085630659381,0.623837900287685,7.9521560076842,1.83293227547965e-15,2.83642418932418e-13
"ENSG00000130066",4098.11999428398,1.32119839160589,0.167049964869327,7.90900131370506,2.59461875683394e-15,3.98165870059142e-13
"ENSG00000183722",3013.23341621604,0.692411938681969,0.0875622452997236,7.90765399301786,2.62284591315883e-15,3.99171136287767e-13
"ENSG00000138316",799.560819258847,-2.40935751077825,0.304929303281662,-7.90136429935936,2.75867078213075e-15,4.16401003712604e-13
"ENSG00000146250",313.686159348886,-2.73134343005296,0.346290464695562,-7.88743470731771,3.08461442713009e-15,4.61665474404694e-13
"ENSG00000013293",244.49400651336,-2.83697519971885,0.359762783549106,-7.88568281502529,3.12820255580736e-15,4.61665474404694e-13
"ENSG00000198795",944.860135397388,-0.994304720656867,0.126093413723865,-7.88546119335238,3.13375966878017e-15,4.61665474404694e-13
"ENSG00000115419",3865.24060485268,1.186146373678,0.150471615381444,7.8828579773742,3.19976686192904e-15,4.67648466368439e-13
"ENSG00000077254",2737.01454082961,0.892341717668146,0.113417440436602,7.86776455396156,3.61034223787716e-15,5.23499624492189e-13
"ENSG00000157510",488.000363039249,1.69728333754906,0.21670329453921,7.83229134175417,4.79057834836658e-15,6.85546475470977e-13
"ENSG00000149218",2027.18420510953,1.96185472386832,0.250512318918838,7.83137025889706,4.82581176788138e-15,6.85546475470977e-13
"ENSG00000119139",5029.85477688044,1.95744623076082,0.249960830353029,7.83101187492553,4.83958956346603e-15,6.85546475470977e-13
"ENSG00000104756",1778.58442176056,0.826732190596352,0.105598017989339,7.82905026380153,4.91569103303244e-15,6.9101107155185e-13
"ENSG00000136877",1049.27214616126,0.635361917794811,0.0812956207945844,7.81545071659181,5.47667029739852e-15,7.64036996413588e-13
"ENSG00000135362",111.758618662809,1.54123027989592,0.198485960057387,7.76493349680914,8.16880742314726e-15,1.13104202028013e-12
"ENSG00000136999",435.706358063201,-2.57960167652714,0.332473175350026,-7.75882647919294,8.57188344090449e-15,1.17799428033027e-12
"ENSG00000143891",528.386962569768,-1.11201441949845,0.143423507630235,-7.75336231746172,8.94908104479008e-15,1.22072094399859e-12
"ENSG00000198431",22734.5766088759,1.54669174890629,0.200443824531869,7.71633525013076,1.19722154276907e-14,1.62109078750679e-12
"ENSG00000099337",530.058849354171,2.8077907848498,0.364570787588455,7.70163403223456,1.34337165973908e-14,1.80570723460549e-12
"ENSG00000152332",2975.430352121,0.657462762430255,0.0854162419274365,7.69716329815573,1.39120061436308e-14,1.85644632706493e-12
"ENSG00000176771",107.651022394312,-2.20622532295641,0.286962394040637,-7.68820364191689,1.49215178169475e-14,1.97683273812294e-12
"ENSG00000170214",201.577369495195,3.68001880582023,0.479533692344302,7.67416109560453,1.66504720222493e-14,2.19013173064087e-12
"ENSG00000049246",196.028265600041,-2.16537790078476,0.28321215794531,-7.64578016881221,2.07682219802403e-14,2.71238870756117e-12
"ENSG00000042286",594.476412207543,0.707649924308897,0.0927730588783825,7.62775241933722,2.38881762159594e-14,3.09789271138656e-12
"ENSG00000179820",3784.34277701728,1.48889061026057,0.196788495868297,7.56594334283154,3.85059866608917e-14,4.95865555496728e-12
"ENSG00000087116",4464.40446911535,0.700594871424145,0.0927136699679608,7.55654340580251,4.13921812015438e-14,5.2933126168502e-12
"ENSG00000182010",118.3057488985,-1.90173876071703,0.255229858220873,-7.45108262008784,9.25773608042258e-14,1.17573248221367e-11
"ENSG00000164105",538.511069195385,1.2315873132598,0.166052240672475,7.41686657326719,1.19923649739239e-13,1.51259863695074e-11
"ENSG00000102804",5397.33558773763,1.1940233800358,0.161554689677063,7.39083082281657,1.45914176205671e-13,1.82789765634519e-11
"ENSG00000155130",5654.02187573995,-1.18235314841425,0.160057711810396,-7.38704268004819,1.50130419492634e-13,1.86027348599272e-11
"ENSG00000183508",90.0350688619864,-2.46780330345032,0.334087440324846,-7.38669882666281,1.50519005926101e-13,1.86027348599272e-11
"ENSG00000147119",453.233381160408,1.54887159216184,0.210749895360547,7.3493350471755,1.99195307387261e-13,2.44545439035761e-11
"ENSG00000169744",616.840955382529,-1.31895003317928,0.179619777198501,-7.34301118591013,2.08841065756314e-13,2.54689286483611e-11
"ENSG00000116001",1335.46770023555,-0.505493968999314,0.0689921381799475,-7.32683436598049,2.35652774960578e-13,2.85496437559148e-11
"ENSG00000185813",468.253700030145,1.12220029537552,0.154826159293276,7.24813106840568,4.22561610555065e-13,5.08592944991602e-11
"ENSG00000177674",751.373019489767,1.10959712592205,0.153166691972086,7.24437612143684,4.34434274435255e-13,5.19487478163976e-11
"ENSG00000003402",2546.60932638954,1.1834475182522,0.163539128949968,7.23647928083468,4.60481974724613e-13,5.47082294487339e-11
"ENSG00000128342",153.120046201745,-2.50842163363502,0.346810592825212,-7.23282877031162,4.73035679993082e-13,5.58394361991834e-11
"ENSG00000074590",412.639827468157,1.36547512387582,0.189822359623082,7.19343667725529,6.31804619118089e-13,7.41062551659847e-11
"ENSG00000138078",1200.07478835114,-0.665119067771995,0.0928344613156419,-7.16457076764367,7.80306518905945e-13,9.09452186433733e-11
"ENSG00000163378",1805.28792859584,1.26403002635296,0.176503564046138,7.16149859740253,7.97998311680522e-13,9.24222572930617e-11
"ENSG00000197301",209.371085229787,2.31291753814189,0.323303743793126,7.15400790292694,8.42802110069968e-13,9.70012553558654e-11
"ENSG00000067082",3242.40128751998,1.11043438491643,0.155374219993003,7.14683803378989,8.87995472347366e-13,1.01567929337123e-10
"ENSG00000177614",133.149204675085,-2.47607484412642,0.346670895280997,-7.14243646591508,9.1690901989783e-13,1.04227651860608e-10
"ENSG00000164291",492.449615877231,0.852442209588298,0.119463412097732,7.13559235099467,9.63712289623453e-13,1.0887583934611e-10
"ENSG00000108960",1723.12310209931,1.64295850691069,0.230432014580034,7.12990558150096,1.00437800634867e-12,1.12778176749456e-10
"ENSG00000116132",5566.23380548502,-0.766632752122038,0.107592348727386,-7.12534637629767,1.03819269083703e-12,1.15868596374327e-10
"ENSG00000091527",4870.58470489548,0.766836723010368,0.107920813745968,7.10554986006136,1.19844428496942e-12,1.32947900648867e-10
"ENSG00000114745",984.790572813335,0.551921358575635,0.077808973033694,7.09328676445368,1.30963684807702e-12,1.4441294944514e-10
"ENSG00000173221",1983.22178726524,0.993845085409434,0.140313274608909,7.08304391141572,1.41021964955494e-12,1.54578540753299e-10
"ENSG00000146373",818.986308472715,1.08989978036903,0.154506280686926,7.05408075013778,1.73745464684771e-12,1.88337760147167e-10
"ENSG00000049323",20169.8602048195,0.693757330220438,0.0983518978252184,7.05382758808902,1.74062033259255e-12,1.88337760147167e-10
"ENSG00000205208",588.217370799329,-1.38685879171505,0.19662918451489,-7.05316860839663,1.74888715640323e-12,1.88337760147167e-10
"ENSG00000134318",4538.36023797662,0.81213461475755,0.115185710581128,7.05065420580569,1.78078538856043e-12,1.90657924013606e-10
"ENSG00000173517",7990.48704410053,0.996757288735745,0.141663994919459,7.03606649877717,1.97742592751786e-12,2.10487274307754e-10
"ENSG00000122966",288.892501525737,-1.5860843569321,0.225750341243217,-7.02583370726022,2.12791775957125e-12,2.25204629554624e-10
"ENSG00000196569",17178.4005648725,2.07082483130257,0.294833824996836,7.02370167780035,2.16065890894102e-12,2.27363050332279e-10
"ENSG00000134294",20597.3425646094,1.23275938736211,0.175709311397189,7.01590244455211,2.28469431504336e-12,2.38120080111628e-10
"ENSG00000196932",68.8282280672939,-2.07415098282192,0.295665638468814,-7.01519119219766,2.29634720502088e-12,2.38120080111628e-10
"ENSG00000189184",6487.72973573177,-0.898438901110108,0.128076396932019,-7.01486708426833,2.30167658212706e-12,2.38120080111628e-10
"ENSG00000071282",3659.86212780504,1.59619976823807,0.227835599499252,7.00592783457142,2.45354362992115e-12,2.51644330956252e-10
"ENSG00000126861",309.304215909479,-1.71060669867868,0.244177910393623,-7.00557513954121,2.45973280326502e-12,2.51644330956252e-10
"ENSG00000100242",2236.24203648175,1.9111102391718,0.273296625847771,6.99280583228388,2.69442303097645e-12,2.7413149235045e-10
"ENSG00000107562",25136.0890181904,-1.94922987888134,0.278856497967159,-6.99008232940979,2.74724981136747e-12,2.77970358661165e-10
"ENSG00000012048",221.109604822104,-1.20938627426538,0.173819178311661,-6.95772633383947,3.45808118202839e-12,3.47960115622251e-10
"ENSG00000131446",5361.99441054287,0.861384049063155,0.12381603441469,6.95696686729744,3.47676683543276e-12,3.47960115622251e-10
"ENSG00000125848",178.652501999173,-2.3670633465717,0.340358916926724,-6.9546094691602,3.53540024956051e-12,3.51915651868416e-10
"ENSG00000185022",648.338500370493,1.2975298501916,0.187143634092755,6.93333682698769,4.11027960732471e-12,4.06939779402605e-10
"ENSG00000114853",3379.38639924634,0.752939583722533,0.108795616435572,6.92067942064942,4.49482626440804e-12,4.42632222775797e-10
"ENSG00000171469",603.300254459395,-0.662290355795807,0.0959052716978405,-6.9056720665202,4.99663033724913e-12,4.87143569161526e-10
"ENSG00000143344",1077.617717594,-1.06917308203343,0.154827325494993,-6.90558387297083,4.99973578992824e-12,4.87143569161526e-10
"ENSG00000168234",591.642062417572,0.771423563135419,0.111826172151665,6.89841696529834,5.25852114058434e-12,5.09661404230845e-10
"ENSG00000182197",5290.20754938619,-0.844475052105104,0.122457764300691,-6.89605152378517,5.34678098135449e-12,5.15502470008602e-10
"ENSG00000124151",1569.9043302201,1.40018892830551,0.20311090701571,6.8937160927414,5.43534498098664e-12,5.21311863671192e-10
"ENSG00000108604",2178.07637654574,1.27768101356386,0.185391092532171,6.89181446698765,5.50851892120834e-12,5.2309610797793e-10
"ENSG00000078053",358.688992464954,1.15004715974235,0.166872863246717,6.89175661858235,5.51075997543951e-12,5.2309610797793e-10
"ENSG00000136478",3701.51777497719,1.48548659722885,0.215736174219244,6.88566302153485,5.75190022138506e-12,5.43185859368235e-10
"ENSG00000112576",629.309685426199,0.939695073247131,0.13674127734439,6.87206592988348,6.32786944516313e-12,5.94529162411628e-10
"ENSG00000143878",3314.35420803884,1.19923400209679,0.17470528122907,6.86432598751483,6.68059186065347e-12,6.24482736618953e-10
"ENSG00000172831",1197.94263166917,-0.54087398088529,0.0788201526516971,-6.86212805594769,6.78422044358977e-12,6.30966764993463e-10
"ENSG00000164933",462.654731775282,0.853604489501988,0.124953048298858,6.83140188353285,8.40887955114362e-12,7.78138276051808e-10
"ENSG00000165802",1601.7555877638,0.958605460256905,0.140469420343448,6.82429996445569,8.83550930623749e-12,8.13529519371817e-10
"ENSG00000163661",8565.67576080715,2.23855748511454,0.328937676172196,6.80541527247451,1.00758165215377e-11,9.23115230070237e-10
"ENSG00000105835",2640.34214038423,1.0556516577691,0.155196652474968,6.80202595181216,1.03158009078042e-11,9.40423137213935e-10
"ENSG00000164294",3549.40150946447,-0.542112538939885,0.0797955248717151,-6.79377120222498,1.0923958675415e-11,9.9095910841265e-10
"ENSG00000172465",395.279554854593,1.03888549203835,0.153323385495714,6.77577975909872,1.23737054052983e-11,1.11696953450278e-09
"ENSG00000119714",54.8122250115231,-2.90162616041073,0.428361102983222,-6.77378534185999,1.25455773682418e-11,1.12696003529841e-09
"ENSG00000143786",77.7758916331867,-1.51649366369703,0.224022175635649,-6.76939083996517,1.29325745492867e-11,1.15608427342289e-09
"ENSG00000172403",8014.79636483276,1.72301329674878,0.255470357731628,6.7444744354991,1.5358192707271e-11,1.36628559760578e-09
"ENSG00000137801",90563.3614225568,1.95867170474017,0.290540221156711,6.74148211542699,1.5677903678277e-11,1.38802209728592e-09
"ENSG00000171793",688.140766747762,1.5421065080542,0.229303161193478,6.72518643017321,1.75367762456395e-11,1.5451661940835e-09
"ENSG00000197860",524.498356891053,0.795193882689594,0.118283228130602,6.72279489879651,1.78271442141238e-11,1.55668647602457e-09
"ENSG00000124702",1044.96995909131,0.606084093312125,0.0901546246773014,6.7227177250367,1.78365922585493e-11,1.55668647602457e-09
"ENSG00000162643",89.0649433045371,-1.58473939159507,0.235773360721791,-6.72145227409739,1.7992217041618e-11,1.56286168311979e-09
"ENSG00000174437",10584.2528711225,1.38425563036891,0.206041001482775,6.71835033030858,1.83793389509363e-11,1.58899308348119e-09
"ENSG00000214814",243.273277090711,-3.15969726442557,0.470973019674769,-6.70887106570883,1.96135870078215e-11,1.68777665770576e-09
"ENSG00000145244",167.013755528854,1.95572659316767,0.291625437999358,6.70629629083311,1.99626193601053e-11,1.70982156054112e-09
"ENSG00000205978",1601.03584426828,-1.16102858657291,0.173155746952883,-6.70511147914046,2.01252666338263e-11,1.71577215306441e-09
